"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id.x","transfermarkt_url","fbref_url","player_name.x.x","transfermarkt_id.y","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","status","transfermarkt_id.x.x","player_slug","home_name","dob_age.x","current","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","transfermarkt_id.y.y","player_name.x.x.x","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","explanation","nantional_team","player_name.y.y","matches_national","minutes_national","goals_national","seasons_national","total_matches_club","total_minutes_club","total_goals_club","seasons_club","clubs_club","player_name","deceased","death_date","death_age","total_matches_total","total_minutes_total","total_goals_total","position_clean","position_simple","age_current","retirement_date_clean","retirement_age","career_length"
529,"Dorus de Vries","nl NED","GK","Wolves",30,1980-12-29,4,4,320,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6404,"https://www.transfermarkt.com/dorus-de-vries/profil/spieler/6404","https://fbref.com/en/players/e704919e/Dorus-de-Vries","Dorus de Vries",6404,"7/12/2003","22 years 11 months 08 days","22","Eredivisie","4/11/2000","19","19","Keuken Kampioen Divisie",19,"first scrap players","Dorus de Vries","Success",6404,"spieler","Dorus de Vries","29/12/1980",44,"Beverwijk","1,91 m","Netherlands","Goalkeeper","right",NA,"Celtic","5/7/2019","-",NA,2,25,4,"Yes","5/7/2019",NA,2,"first scrap players transfer",6404,"Dorus de Vries",NA,"29-Dec-80",NA,190,NA,"GK","Right","2003-2004","22 years","ADO Den Haag",2003,"first scrap players fbref","No",NA,NA,NA,NA,NA,359,31893,0,15,6,"Dorus de Vries","No","Not found",NA,359,31893,0,"Goalkeeper","Goalkeeper",44,2019-07-05,38,19
530,"Haris Vučkić","si SVN","FW,MF","Newcastle Utd",18,1992-08-21,4,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76560,"https://www.transfermarkt.com/haris-vuki/profil/spieler/76560","https://fbref.com/en/players/a8f4dfb9/Haris-Vuckic","Haris Vučkić",76560,"24/05/2008","15 years 09 months 03 days","15","Prva Liga","31/08/2009","17","17","Championship",15,"first scrap players","Haris Vučkić","Success",76560,"spieler","Haris Vuckic","21/08/1992",33,"Ljubljana","1,88 m","Slovenia","Attack - Second Striker","left",NA,"NK Domzale","13/08/2024","30/06/2026",NA,7,933,164,"No",NA,10,5,"first scrap players transfer",76560,"Haris Vučkić",NA,"August 21, 1992 (Age: 33-096d)","Ljubljana, Slovenia",185,"Slovenia","FW-MF (AM)","Both","2009-2010","16 years","Newcastle Utd",2009,"first scrap players fbref","Yes","Haris Vučkić",11,586,5,4,179,9587,44,13,9,"Haris Vučkić","No","Not found",NA,190,10173,49,"Attack - Second Striker","Attack",33,NA,NA,18
531,"Simon Vukčević","me MNE","MF","Blackburn",25,1986-01-29,7,4,377,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27239,"https://www.transfermarkt.com/simon-vukevi/profil/spieler/27239","https://fbref.com/en/players/562d696a/Simon-Vukcevic","Simon Vukčević",27239,"21/08/2004","18 years 06 months 23 days","18","Linglong Tire Super liga Srbije","3/11/2012","26","26","Championship",18,"first scrap players","Simon Vukčević","Success",27239,"spieler","Simon Vukcevic","29/01/1986",39,"Titograd","1,80 m","Montenegro","Attack - Right Winger","left",NA,"B. Podgorica","29/03/2018","-",NA,7,177,30,"Yes","29/03/2018",NA,4,"first scrap players transfer",27239,"Simon Vukčević",NA,"29-Jan-86",NA,179,"Montenegro me  Other: Serbia","MF (AM)","Left","2006","20 years","Saturn",NA,"first scrap players fbref","Yes","Simon Vukčević",27,1734,0,5,210,12578,24,13,8,"Simon Vukčević","No","Not found",NA,237,14312,24,"Attack - Right Winger","Attack",39,2018-03-29,32,14
532,"Theo Walcott","eng ENG","FW,MF","Arsenal",22,1989-03-16,35,32,2727,30.3,8,8,16,8,0,0,1,0,0.26,0.26,0.53,0.26,0.53,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33713,"https://www.transfermarkt.com/theo-walcott/profil/spieler/33713","https://fbref.com/en/players/1ecb65be/Theo-Walcott","Theo Walcott",33713,"19/08/2006","17 years 05 months 03 days","17","Premier League","6/8/2005","16","16","Championship",16,"first scrap players","Theo Walcott","Success",33713,"spieler","Theo Walcott","16/03/1989",36,"London","1,75 m","England","Attack - Right Winger","both",NA,"Southampton","18/08/2023","-","adidas",24,925,235,"Yes","18/08/2023",NA,13,"first scrap players transfer",33713,"Theo Walcott",NA,"16-Mar-89",NA,176,"England eng","FW-MF (AM-WM, right)","Right","2005-2006","16 years","Southampton",2005,"first scrap players fbref","Yes","Theo Walcott",30,1550,7,7,521,30118,116,18,3,"Theo Walcott","No","Not found",NA,551,31668,123,"Attack - Right Winger","Attack",36,2023-08-18,34,18
533,"Kyle Walker","eng ENG","DF,MF","Tottenham",21,1990-05-28,37,37,3227,35.9,2,1,3,2,0,0,4,0,0.06,0.03,0.08,0.06,0.08,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95424,"https://www.transfermarkt.com/kyle-walker/profil/spieler/95424","https://fbref.com/en/players/86dd77d1/Kyle-Walker","Kyle Walker",95424,"27/03/2010","19 years 09 months 27 days","19","Premier League","25/04/2009","18","18","Championship",18,"first scrap players","Kyle Walker","Success",95424,"spieler","Kyle Walker","28/05/1990",35,"Sheffield","1,83 m","England","Defender - Right-Back","right",NA,"Burnley","5/7/2025","30/06/2027","Puma",17,482,95,"No",NA,2,10,"first scrap players transfer",95424,"Kyle Walker",NA,"May 28, 1990 (Age: 35-192d)","Sheffield, England, United Kingdom",178,"England eng","DF-MF (FB, right)","Right","2008-2009","18 years","Northampton",2008,"players corrected fbref","Yes","Kyle Walker",91,7693,1,15,636,52982,11,19,8,"Kyle Walker","No","Not found",NA,727,60675,12,"Defender - Right-Back","Defender",35,NA,NA,17
534,"Jonathan Walters","ie IRL","FW,MF","Stoke City",27,1983-09-20,38,38,3331,37,7,5,12,3,4,6,3,0,0.19,0.14,0.32,0.08,0.22,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3306,"https://www.transfermarkt.com/jonathan-walters/profil/spieler/3306","https://fbref.com/en/players/0356cf4f/Jonathan-Walters","Jonathan Walters",3306,"24/08/2002","18 years 11 months 04 days","18","Premier League","30/01/2007","23","23","Championship",18,"first scrap players","Jonathan Walters","Success",3306,"spieler","Jonathan Walters","20/09/1983",42,"Moreton","1,83 m","Ireland  England","Attack - Right Winger","right",NA,"Burnley","22/03/2019","-","Nike",8,609,62,"Yes","22/03/2019",NA,6,"first scrap players transfer",3306,"Jonathan Walters",NA,"20-Sep-83",NA,183,"Republic of Ireland ie  Other: England","FW-MF (WM, right)","Right","2002-2003","18 years","Bolton",2002,"first scrap players fbref","Yes","Jonathan Walters",43,3177,14,7,514,37507,101,17,9,"Jonathan Walters","No","Not found",NA,557,40684,115,"Attack - Right Winger","Attack",42,2019-03-22,35,17
535,"Elliott Ward","eng ENG","DF","Norwich City",26,1985-01-19,12,12,1080,12,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15838,"https://www.transfermarkt.com/elliott-ward/profil/spieler/15838","https://fbref.com/en/players/58e98028/Elliott-Ward","Elliott Ward",15838,"27/08/2005","20 years 07 months 08 days","20","Premier League","12/3/2005","20","20","Championship",20,"first scrap players","Elliott Ward","Success",15838,"spieler","Elliott Ward","19/01/1985",40,"Harrow","1,85 m","England","Defender - Centre-Back","right",NA,"Chelmsford","1/7/2021","-",NA,0,0,0,"Yes","1/7/2021",NA,0,"first scrap players transfer",15838,"Elliott Ward",NA,"19-Jan-85",NA,185,NA,"DF (CB)","Right","2004-2005","19 years","Bristol Rovers",2004,"first scrap players fbref","No",NA,NA,NA,NA,NA,351,29574,22,16,14,"Elliott Ward","No","Not found",NA,351,29574,22,"Defender - Centre-Back","Defender",40,2021-07-01,36,16
536,"Stephen Ward","ie IRL","DF,FW","Wolves",25,1985-08-20,38,38,3420,38,3,1,4,3,0,0,2,0,0.08,0.03,0.11,0.08,0.11,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34691,"https://www.transfermarkt.com/stephen-ward/profil/spieler/34691","https://fbref.com/en/players/3831b9fe/Stephen-Ward","Stephen Ward",34691,"22/08/2003","18 years 02 days","18","Premier Division","20/01/2007","21","21","Championship",18,"first scrap players","Stephen Ward","Success",34691,"spieler","Stephen Ward","20/08/1985",40,"Dublin","1,84 m","Ireland","Defender - Left-Back","left",NA,"Walsall","22/04/2022","-",NA,4,266,45,"Yes","22/04/2022",NA,3,"first scrap players transfer",34691,"Stephen Ward",NA,"20-Aug-85",NA,185,"Republic of Ireland","DF-FW-MF (FB-WM, left)","Left","2006-2007","20 years","Wolves",2006,"first scrap players fbref","Yes","Stephen Ward",40,3320,2,7,453,36597,17,16,6,"Stephen Ward","No","Not found",NA,493,39917,19,"Defender - Left-Back","Defender",40,2022-04-22,36,18
537,"Stephen Warnock","eng ENG","DF","Aston Villa",29,1981-12-12,35,34,3053,33.9,2,2,4,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308,"https://www.transfermarkt.com/stephen-warnock/profil/spieler/3308","https://fbref.com/en/players/07869028/Stephen-Warnock","Stephen Warnock",3308,"14/08/2004","22 years 08 months 02 days","22","Premier League","14/09/2002","20","20","First Division (until 03/04)",20,"first scrap players","Stephen Warnock","Success",3308,"spieler","Stephen Warnock","12/12/1981",43,"Ormskirk","1,78 m","England","Defender - Left-Back","left",NA,"Burton Albion","1/7/2018","-",NA,2,24,5,"Yes","1/7/2018",NA,2,"first scrap players transfer",3308,"Stephen Warnock",NA,"12-Dec-81",NA,180,"England eng","DF (FB, left)","Left","2002-2003","20 years","Bradford City",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,475,39445,17,16,10,"Stephen Warnock","No","Not found",NA,475,39445,17,"Defender - Left-Back","Defender",43,2018-07-01,36,16
538,"Ben Watson","eng ENG","MF","Wigan Athletic",26,1985-07-09,21,14,1263,14,3,1,4,1,2,4,1,0,0.21,0.07,0.29,0.07,0.14,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14081,"https://www.transfermarkt.com/ben-watson/profil/spieler/14081","https://fbref.com/en/players/df540668/Ben-Watson","Ben Watson",14081,"18/09/2004","19 years 02 months 09 days","19","Premier League","8/4/2003","17","17","First Division (until 03/04)",17,"first scrap players","Ben Watson","Success",14081,"spieler","Ben Watson","9/7/1985",40,"London","1,78 m","England","Midfield - Central Midfield","right",NA,"Charlton","9/8/2022","-",NA,3,379,63,"Yes","9/8/2022",NA,3,"first scrap players transfer",14081,"Ben Watson",NA,"9-Jul-85",NA,178,"England eng","MF (CM-DM)","Both","2002-2003","17 years","Crystal Palace",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,506,37903,41,20,7,"Ben Watson","No","Not found",NA,506,37903,41,"Midfield - Central Midfield","Midfield",40,2022-08-09,37,20
539,"Andreas Weimann","at AUT","FW,MF","Aston Villa",19,1991-08-05,14,5,541,6,2,0,2,2,0,0,0,0,0.33,0,0.33,0.33,0.33,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49693,"https://www.transfermarkt.com/andreas-weimann/profil/spieler/49693","https://fbref.com/en/players/5996ffd9/Andreas-Weimann","Andreas Weimann",49693,"14/08/2010","19 years 09 days","19","Premier League","1/2/2011","19","19","Championship",19,"first scrap players","Andreas Weimann","Success",49693,"spieler","Andreas Weimann","5/8/1991",34,"Wien","1,79 m","Austria","Midfield - Attacking Midfield","right",NA,"Derby","1/7/2025","30/06/2026",NA,12,701,106,"No",NA,14,8,"first scrap players transfer",49693,"Andreas Weimann",NA,"August 5, 1991 (Age: 34-112d)","Austria",188,"Austria","FW-MF (AM-WM)","Right","2010-2011","18 years","Aston Villa",2010,"first scrap players fbref","Yes","Andreas Weimann",21,701,2,8,526,33555,98,16,7,"Andreas Weimann","No","Not found",NA,547,34256,100,"Midfield - Attacking Midfield","Attack",34,NA,NA,15
540,"Danny Welbeck","eng ENG","FW,MF","Manchester Utd",20,1990-11-26,30,23,2012,22.4,9,4,13,9,0,0,3,0,0.4,0.18,0.58,0.4,0.58,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67063,"https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063","https://fbref.com/en/players/ce5143da/Danny-Welbeck","Danny Welbeck",67063,"15/11/2008","17 years 11 months 20 days","17","Premier League","26/01/2010","19","19","Championship",17,"first scrap players","Danny Welbeck","Success",67063,"spieler","Danny Welbeck","26/11/1990",34,"Manchester","1,85 m","England  Ghana","Attack - Centre-Forward","right",NA,"Brighton","18/10/2020","30/06/2026","Nike",21,1287,247,"No",NA,18,14,"first scrap players transfer",67063,"Danny Welbeck",NA,"November 26, 1990 (Age: 34-364d)","Manchester, England, United Kingdom",185,"England eng","FW-MF (WM)","Right","2008-2009","17 years","Manchester Utd",2008,"first scrap players fbref","Yes","Danny Welbeck",35,1918,13,5,472,27694,112,18,6,"Danny Welbeck","No","Not found",NA,507,29612,125,"Attack - Centre-Forward","Attack",35,NA,NA,18
541,"Keiren Westwood","ie IRL","GK","Sunderland",26,1984-10-23,9,8,759,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15164,"https://www.transfermarkt.com/keiren-westwood/profil/spieler/15164","https://fbref.com/en/players/674ef042/Keiren-Westwood","Keiren Westwood",15164,"29/10/2011","27 years 06 days","27","Premier League","9/8/2008","23","23","Championship",23,"first scrap players","Keiren Westwood","Success",15164,"spieler","Keiren Westwood","23/10/1984",41,"Manchester","1,88 m","Ireland  England","Goalkeeper","left",NA,"Crewe Alexandra","1/11/2024","-",NA,3,401,71,"Yes","1/11/2024",NA,2,"first scrap players transfer",15164,"Keiren Westwood",NA,"23-Oct-84",NA,188,"Republic of Ireland ie  Other: England","GK","Left","2005-2006","20 years","Carlisle United",2005,"first scrap players fbref","Yes","Keiren Westwood",8,600,0,8,476,42136,0,16,5,"Keiren Westwood","No","Not found",NA,484,42736,0,"Goalkeeper","Goalkeeper",41,2024-11-01,40,17
542,"David Wheater","eng ENG","DF","Bolton",24,1987-02-14,24,24,2010,22.3,2,2,4,2,0,0,1,2,0.09,0.09,0.18,0.09,0.18,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29199,"https://www.transfermarkt.com/david-wheater/profil/spieler/29199","https://fbref.com/en/players/2ad3ea29/David-Wheater","David Wheater",29199,"14/01/2006","18 years 11 months 00 days","18","Premier League","1/11/2006","19","19","Championship",18,"first scrap players","David Wheater","Success",29199,"spieler","David Wheater","14/02/1987",38,"Redcar","1,96 m","England","Defender - Centre-Back","right",NA,"Darlington","1/9/2023","-",NA,2,89,25,"Yes","1/9/2023",NA,1,"first scrap players transfer",29199,"David Wheater",NA,"14-Feb-87",NA,196,"England eng","DF (CB-FB, right)","Right","2005-2006","18 years","Doncaster",2005,"first scrap players fbref","No",NA,NA,NA,NA,NA,423,35712,31,16,6,"David Wheater","No","Not found",NA,423,35712,31,"Defender - Centre-Back","Defender",38,2023-09-01,36,18
543,"Glenn Whelan","ie IRL","MF","Stoke City",27,1984-01-13,30,27,2486,27.6,1,1,2,1,0,0,4,0,0.04,0.04,0.07,0.04,0.07,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12124,"https://www.transfermarkt.com/glenn-whelan/profil/spieler/12124","https://fbref.com/en/players/d5bd56a5/Glenn-Whelan","Glenn Whelan",12124,"16/08/2008","24 years 07 months 03 days","24","Premier League","6/8/2005","21","21","Championship",21,"first scrap players","Glenn Whelan","Success",12124,"spieler","Glenn Whelan","13/01/1984",41,"Dublin","1,80 m","Ireland","Midfield - Defensive Midfield","right",NA,"Bristol Rovers","1/7/2023","-","adidas",4,44,8,"Yes","1/7/2023",NA,3,"first scrap players transfer",12124,"Glenn Whelan",NA,"13-Jan-84",NA,180,"Republic of Ireland","MF (CM-DM)","Right","2003-2004","19 years","Bury",2003,"first scrap players fbref","Yes","Glenn Whelan",68,5144,2,9,628,47000,19,20,7,"Glenn Whelan","No","Not found",NA,696,52144,21,"Midfield - Defensive Midfield","Midfield",41,2023-07-01,39,18
544,"Zak Whitbread","us USA","DF","Norwich City",27,1984-01-10,18,18,1435,15.9,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22230,"https://www.transfermarkt.com/zak-whitbread/profil/spieler/22230","https://fbref.com/en/players/846e7a85/Zak-Whitbread","Zak Whitbread",22230,"13/08/2011","27 years 07 months 03 days","27","Premier League","26/11/2005","21","21","Championship",21,"first scrap players","Zak Whitbread","Success",22230,"spieler","Zak Whitbread","10/1/1984",41,"Houston, Texas","1,88 m","United States  England","Defender - Centre-Back","left",NA,"Shrewsbury","1/7/2016","-",NA,3,234,44,"Yes","1/7/2016",NA,2,"first scrap players transfer",22230,"Zak Whitbread",NA,"4-Mar-84",NA,188,"United States","DF (CB)","Left","2005-2006","21 years","Millwall",2005,"players corrected fbref","No",NA,NA,NA,NA,NA,205,16528,7,11,5,"Zak Whitbread","No","Not found",NA,205,16528,7,"Defender - Centre-Back","Defender",41,2016-07-01,32,11
545,"Dean Whitehead","eng ENG","DF,MF","Stoke City",29,1982-01-12,33,24,2371,26.3,0,2,2,0,0,0,5,0,0,0.08,0.08,0,0.08,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13683,"https://www.transfermarkt.com/dean-whitehead/profil/spieler/13683","https://fbref.com/en/players/a32204c9/Dean-Whitehead","Dean Whitehead",13683,"13/08/2005","23 years 07 months 01 day","23","Premier League","7/8/2004","22","22","Championship",22,"first scrap players","Dean Whitehead","Success",13683,"spieler","Dean Whitehead","12/1/1982",43,"Abingdon","1,83 m","England","Midfield - Central Midfield","right",NA,"Huddersfield","1/7/2018","-",NA,2,60,13,"Yes","1/7/2018",NA,2,"first scrap players transfer",13683,"Dean Whitehead",NA,"21-Jan-82",NA,180,NA,"DF-MF (CM-FB, right)","Right","2002-2003","20 years","Oxford United",2002,"players corrected fbref","No",NA,NA,NA,NA,NA,507,38691,26,16,5,"Dean Whitehead","No","Not found",NA,507,38691,26,"Midfield - Central Midfield","Midfield",43,2018-07-01,36,14
546,"Connor Wickham","eng ENG","FW,MF","Sunderland",18,1993-03-31,16,5,532,5.9,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95435,"https://www.transfermarkt.com/connor-wickham/profil/spieler/95435","https://fbref.com/en/players/41cc19c2/Connor-Wickham","Connor Wickham",95435,"20/08/2011","18 years 04 months 20 days","18","Premier League","11/4/2009","16","16","Championship",16,"first scrap players","Connor Wickham","Success",95435,"spieler","Connor Wickham","31/03/1993",32,"Hereford","1,89 m","England  Northern Ireland","Attack - Centre-Forward","right",NA,"Dubai City FC","26/09/2025","-","Nike",15,1194,173,"No",NA,99,10,"first scrap players transfer",95435,"Connor Wickham",NA,"March 31, 1993 (Age: 32-239d)","Hereford, England, United Kingdom",191,"England eng","FW-MF (WM)","Right","2008-2009","15 years","Ipswich Town",2008,"first scrap players fbref","No",NA,NA,NA,NA,NA,285,16217,61,15,10,"Connor Wickham","No","Not found",NA,285,16217,61,"Attack - Centre-Forward","Attack",32,NA,NA,16
547,"Aaron Wilbraham","eng ENG","FW","Norwich City",31,1979-10-21,11,2,314,3.5,1,1,2,1,0,0,1,0,0.29,0.29,0.57,0.29,0.57,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67202,"https://www.transfermarkt.com/aaron-wilbraham/profil/spieler/67202","https://fbref.com/en/players/9b2c7f55/Aaron-Wilbraham","Aaron Wilbraham",67202,"30/07/2000","20 years 09 months 09 days","20","Eliteserien","28/03/1998","18","18","",18,"first scrap players","Aaron Wilbraham","Success",67202,"spieler","Aaron Wilbraham","21/10/1979",46,"Knutsford","1,91 m","England","Attack - Centre-Forward","right",NA,"Rochdale","1/7/2020","-",NA,0,0,0,"Yes","1/7/2020",NA,0,"first scrap players transfer",67202,"Aaron Wilbraham",NA,"21-Oct-79",NA,191,NA,"FW","Right","2000","20 years","Moss",NA,"first scrap players fbref","No",NA,NA,NA,NA,NA,533,32268,115,20,10,"Aaron Wilbraham","No","Not found",NA,533,32268,115,"Attack - Centre-Forward","Attack",46,2020-07-01,40,22
548,"Andy Wilkinson","eng ENG","DF","Stoke City",26,1984-08-06,25,20,1709,19,0,0,0,0,0,0,5,0,0,0,0,0,0,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13616,"https://www.transfermarkt.com/andy-wilkinson/profil/spieler/13616","https://fbref.com/en/players/9aca56d3/Andy-Wilkinson","Andy Wilkinson",13616,"16/08/2008","24 years 10 days","24","Premier League","31/01/2004","19","19","First Division (until 03/04)",19,"first scrap players","Andy Wilkinson","Success",13616,"spieler","Andy Wilkinson","6/8/1984",41,"Stone","1,80 m","England","Defender - Right-Back","right",NA,"Stoke City","19/02/2016","-",NA,1,6,2,"Yes","19/02/2016",NA,1,"first scrap players transfer",13616,"Andy Wilkinson",NA,"6-Aug-84",NA,180,NA,"DF (FB, right)","Right","2003-2004","18 years","Stoke City",2003,"first scrap players fbref","No",NA,NA,NA,NA,NA,191,13518,0,12,4,"Andy Wilkinson","No","Not found",NA,191,13518,0,"Defender - Right-Back","Defender",41,2016-02-19,31,12
549,"Ashley Williams","wls WAL","DF","Swansea City",26,1984-08-23,37,37,3330,37,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,"Matches","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67355,"https://www.transfermarkt.com/ashley-williams/profil/spieler/67355","https://fbref.com/en/players/a498e276/Ashley-Williams","Ashley Williams",67355,"15/08/2011","26 years 11 months 23 days","26","Premier League","9/8/2008","23","23","Championship",23,"first scrap players","Ashley Williams","Success",67355,"spieler","Ashley Williams","23/08/1984",41,"Wolverhampton","1,83 m","Wales  England","Defender - Centre-Back","right",NA,"Bristol City","26/01/2021","-","Nike",1,4,0,"Yes","26/01/2021",NA,1,"first scrap players transfer",67355,"Ashley Williams",NA,"23-Aug-84",NA,183,"Wales wls  Other: England","DF (CB)","Right","2003-2004","18 years","Stockport",2003,"first scrap players fbref","Yes","Ashley Williams",64,5437,1,10,629,55162,23,17,5,"Ashley Williams","No","Not found",NA,693,60599,24,"Defender - Centre-Back","Defender",41,2021-01-26,36,13
