club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
CFR Cluj,https://www.transfermarkt.com/cfr-cluj/startseite/verein/7769,CFR Cluj,SuperLiga,RO1,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1,First Tier,Romania,4,22 years,€21.20m,34,26.6,15,,3,Dr. Constantin Rădulescu,,+€7.76m,clubs2
Farense,https://www.transfermarkt.com/sc-farense/startseite/verein/4294,SC Farense,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,Portugal,15,1 year,€9.15m,29,27.5,16,,1,Estádio de São Luís,,+€800k,clubs2
HIFK,https://www.transfermarkt.com/helsinki-ifk/startseite/verein/20924,Helsinki IFK,Kakkonen - Group A,FI3A,https://www.transfermarkt.com/kakkonen-gruppe-a/startseite/wettbewerb/FI3A,Fourth Tier,Finland,1,1 year,,28,26.9,2,,0,Töölön Pallokenttä 2,,,clubs2
Zulte Waregem,https://www.transfermarkt.com/sv-zulte-waregem/startseite/verein/3508,Zulte Waregem,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,13,1 year,€23.75m,31,24.3,17,,2,Elindus Arena,,+€9.67m,clubs2
Sochaux,https://www.transfermarkt.com/fc-sochaux-montbeliard/startseite/verein/750,FC Sochaux,Championnat National,FR3,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3,Third Tier,France,2,3 years,€6.35m,21,26.8,10,,3,Stade Auguste-Bonal,,+€925k,clubs2
Zirka,https://www.transfermarkt.com/zirka-kropyvnytskyi/startseite/verein/8838,Zirka Kropyvnytskyi,Persha Liga,UKR2,https://www.transfermarkt.com/persha-liga/startseite/wettbewerb/UKR2,Second Tier,Ukraine,,,,1,20.2,0,,0,Stadion Zirka imeni Stanislava Berezkina,,,clubs2
Asteras Tripoli,https://www.transfermarkt.com/asteras-tripolis/startseite/verein/6676,Asteras Aktor,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,14,19 years,€12.13m,31,28.5,16,,6,Gipedo Theodoros Kolokotronis,,+€1.17m,clubs2
Algeciras,https://www.transfermarkt.com/fc-algeciras/startseite/verein/3705,Algeciras CF,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,Spain,7,3 years,€2.80m,21,28.4,2,,0,Nuevo Mirador,,+€300k,clubs2
Kolkata,https://www.transfermarkt.com/mohammedan-sc-kolkata-/startseite/verein/37893,Mohammedan SC (Kolkata),Indian Super League,IND1,https://www.transfermarkt.com/indian-super-league/startseite/wettbewerb/IND1,First Tier,India,14,2 years,€750k,27,24.8,0,,0,Kishore Bharati Krirangan Stadium,,,clubs2
Karpaty Lviv,https://www.transfermarkt.com/karpaty-lviv-2020-/startseite/verein/85465,Karpaty Lviv,Premier Liga,UKR1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/UKR1,First Tier,Ukraine,9,2 years,€16.23m,28,25.5,9,,1,Ukraina,,,clubs2
Real AvilÃ©s,https://www.transfermarkt.com/real-aviles-cf/startseite/verein/20844,Real Avilés Industrial,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,Spain,14,1 year,€3.43m,25,28.3,4,,0,Román Suárez Puerta,,,clubs2
Barakaldo,https://www.transfermarkt.com/fc-barakaldo/startseite/verein/3708,Barakaldo CF,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,Spain,6,2 years,€3.55m,25,26.7,2,,0,Nuevo Lasesarre,,+€300k,clubs2
Hajduk Split,https://www.transfermarkt.com/hnk-hajduk-split/startseite/verein/447,HNK Hajduk Split,SuperSport HNL,KR1,https://www.transfermarkt.com/1-hnl/startseite/wettbewerb/KR1,First Tier,Croatia,2,19 years,€38.50m,30,24.9,13,,6,Poljud,,+€19.33m,clubs2
AEL Kalloni,https://www.transfermarkt.com/ael-kalloni/startseite/verein/28956,AEL Kalloni,Football League,GR2,https://www.transfermarkt.com/football-league/startseite/wettbewerb/GR2,Third Tier,Greece,,,,0,0,,,0,Stadio Mytilinis,,,clubs2
Caudal,https://www.transfermarkt.com/caudal-deportivo/startseite/verein/13226,Caudal Deportivo,2ª B - Grupo II,ES3B,https://www.transfermarkt.com/segunda-division-b-grupo-ii-bis-20-21-/startseite/wettbewerb/ES3B,Third Tier,Spain,,,,19,26.6,3,,0,Hermanos Antuña,,,clubs2
Ludogorets,https://www.transfermarkt.com/pfk-ludogorets-razgrad/startseite/verein/31614,Ludogorets Razgrad,efbet Liga,BU1,https://www.transfermarkt.com/efbet-liga/startseite/wettbewerb/BU1,First Tier,Bulgaria,2,15 years,€45.65m,26,27.8,22,,7,Huvepharma Arena,,,clubs2
Luzern,https://www.transfermarkt.com/fc-luzern/startseite/verein/434,FC Luzern,Super League,C1,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1,First Tier,Switzerland,1,20 years,€28.75m,30,23.8,11,,4,swissporarena,,+€5.59m,clubs2
Atromitos,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060,Atromitos Athens,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,9,17 years,€12.70m,30,26.8,13,,4,Stadio Peristeriou,,+€1.86m,clubs2
Novorizontino,https://www.transfermarkt.com/gremio-novorizontino-sp-/startseite/verein/37474,Grêmio Novorizontino,Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,Brazil,6,5 years,€10.50m,36,27.6,4,,0,Estádio Jorge Ismael de Biasi,,,clubs2
Granada 74,https://www.transfermarkt.com/granada-74-cf-aufgel-/startseite/verein/3896,Granada 74 CF (,2ª B - Grupo IV,ES3D,https://www.transfermarkt.com/segunda-division-b-grupo-iv-bis20-21-/startseite/wettbewerb/ES3D,Third Tier,Spain,,,,0,0,,,0,-,,,clubs2
Club Brugge,https://www.transfermarkt.com/fc-brugge/startseite/verein/2282,Club Brugge KV,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,2,66 years,€232.30m,28,24.2,16,,12,Jan Breydelstadion,,+€49.00m,clubs2
CD MirandÃ©s,https://www.transfermarkt.com/cd-mirandes/startseite/verein/13222,CD Mirandés,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,20,7 years,€18.93m,28,24.1,7,,1,Anduva,,,clubs2
Juventud Torremolinos CF,https://www.transfermarkt.com/juventud-torremolinos-cf/startseite/verein/43454,Juventud Torremolinos CF,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,Spain,13,1 year,€3.23m,29,26.8,3,,0,El Pozuelo,,+€300k,clubs2
Poli Ejido,https://www.transfermarkt.com/cd-poli-ejido-cf/startseite/verein/140899,CD Poli Ejido CF,,,,,,,,,4,28,0,,0,-,,,clubs2
Maccabi Tel Aviv,https://www.transfermarkt.com/maccabi-tel-aviv/startseite/verein/119,Maccabi Tel Aviv,Ligat ha'Al,ISR1,https://www.transfermarkt.com/ligat-haal/startseite/wettbewerb/ISR1,First Tier,Israel,3,44 years,€29.38m,31,24.3,10,,10,Bloomfield,,+€6.05m,clubs2
Villanovense,https://www.transfermarkt.com/fc-villanovense/startseite/verein/7052,CF Villanovense,Segunda Federación - Gr. IV,E4G4,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iv/startseite/wettbewerb/E4G4,Fourth Tier,Spain,,,,17,26.5,1,,0,Municipal Villanovense,,,clubs2
Yeclano,https://www.transfermarkt.com/yeclano-deportivo/startseite/verein/21337,Yeclano Deportivo,Segunda Federación - Grupo IV,E4G4,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iv/startseite/wettbewerb/E4G4,Fourth Tier,Spain,11,1 year,€1.78m,23,26,3,,1,La Constitución,,,clubs2
UD Alzira,https://www.transfermarkt.com/ud-alzira/startseite/verein/16775,UD Alzira,Segunda Federación - Gr. III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,Spain,,,,18,27,2,,0,Luis Suñer Picó,,,clubs2
Columbus Crew,https://www.transfermarkt.com/columbus-crew-sc/startseite/verein/813,Columbus Crew,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,United States,13,31 years,€54.13m,31,26.3,17,,10,ScottsMiracle-Gro Field,,,clubs2
Fredrikstad,https://www.transfermarkt.com/fredrikstad-fk/startseite/verein/3837,Fredrikstad FK,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,14,3 years,€16.28m,26,24,8,,1,Fredrikstad Stadion,,+€2.96m,clubs2
ÅKS ÅÃ³dÅº,https://www.transfermarkt.com/ks-odra-gorzyca/startseite/verein/62556,KS Odra Górzyca,,,,,,,,,2,23.4,0,,0,-,,,clubs2
Grimsby Town,https://www.transfermarkt.com/grimsby-town/startseite/verein/1034,Grimsby Town,League Two,GB4,https://www.transfermarkt.com/league-two/startseite/wettbewerb/GB4,Fourth Tier,England,7,4 years,€5.25m,28,25.9,13,,4,Blundell Park,,,clubs2
San Luis,https://www.transfermarkt.com/atletico-de-san-luis/startseite/verein/40188,Atlético de San Luis,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,Mexico,15,7 years,€38.55m,27,26.7,9,,1,Estadio Alfonso Lastras Ramírez,,+€1.70m,clubs2
Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543,Wolverhampton Wanderers,Premier League,GB1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/GB1,First Tier,England,20,8 years,€277.10m,23,26.4,19,,12,Molineux Stadium,,+€81.10m,clubs2
Cobreloa,https://www.transfermarkt.com/deportes-cobreloa/startseite/verein/9103,CD Cobreloa,Liga de Ascenso,CL2B,https://www.transfermarkt.com/primera-b/startseite/wettbewerb/CL2B,Second Tier,Chile,2,2 years,€4.33m,22,27.9,5,,0,Zorros del Desierto,,,clubs2
Alianza Lima,https://www.transfermarkt.com/club-alianza-lima/startseite/verein/184,Club Alianza Lima,Liga 1 Apertura,TDEA,https://www.transfermarkt.com/liga-1-apertura/startseite/wettbewerb/TDeA,First Tier,Peru,1,10 years,€13.50m,31,27.8,8,,16,Estadio Alejandro Villanueva,,,clubs2
Cienciano,https://www.transfermarkt.com/club-cienciano/startseite/verein/2729,Club Cienciano,Liga 1 Apertura,TDEA,https://www.transfermarkt.com/liga-1-apertura/startseite/wettbewerb/TDeA,First Tier,Peru,3,7 years,€7.08m,27,27.9,10,,2,Estadio Garcilaso de la Vega,,+€273k,clubs2
Bayern Munich II,https://www.transfermarkt.com/fc-bayern-munchen-ii/startseite/verein/28,FC Bayern Munich II,Regionalliga Bayern,RLB3,https://www.transfermarkt.com/regionalliga-bayern/startseite/wettbewerb/RLB3,Fourth Tier,Germany,10,5 years,€13.68m,25,21.3,10,,0,Städtisches Stadion an der Grünwalder Straße,,+€6.40m,clubs2
Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44,Hertha BSC,2. Bundesliga,L2,https://www.transfermarkt.com/2-bundesliga/startseite/wettbewerb/L2,Second Tier,Germany,6,3 years,€62.63m,30,26,8,,1,Olympiastadion Berlin,,+€13.55m,clubs2
Reggina,https://www.transfermarkt.com/reggina-1914/startseite/verein/1386,Reggina 1914,Serie D - Girone I,IT4I,https://www.transfermarkt.com/serie-d-girone-i/startseite/wettbewerb/IT4I,Fourth Tier,Italy,3,3 years,€1.48m,32,25.5,7,,0,Oreste Granillo,,,clubs2
SF Deltas,https://www.transfermarkt.com/san-francisco-deltas/startseite/verein/53517,San Francisco Deltas,NASL Spring Championship,NASC,https://www.transfermarkt.com/nasl-spring-championship/startseite/wettbewerb/NASC,Second Tier,United States,,,,0,0,,,0,Kezar Stadium,,,clubs2
Ottawa Fury,https://www.transfermarkt.com/ottawa-fury/startseite/verein/16857,Ottawa Fury,,,,,,,,,0,0,,,0,TD Place Stadium,,,clubs2
Petrolul,https://www.transfermarkt.com/petrolul-ploiesti/startseite/verein/9465,Petrolul Ploiesti,SuperLiga,RO1,https://www.transfermarkt.com/liga-1/startseite/wettbewerb/RO1,First Tier,Romania,12,4 years,€9.33m,33,27.4,13,,2,Ilie Oană (2011),,+€1.38m,clubs2
Plaza Colonia,https://www.transfermarkt.com/club-plaza-colonia/startseite/verein/6044,Club Plaza Colonia,Segunda División - Torneo Competencia,UR2T,https://www.transfermarkt.com/liga-de-ascenso-torneo-competencia/startseite/wettbewerb/UR2T,Second Tier,Uruguay,2,1 year,€4.83m,26,26,5,,0,Parque Cincuentenario Juan Gaspar Prandi,,+€1.27m,clubs2
Pandurii,https://www.transfermarkt.com/pandurii-targu-jiu/startseite/verein/8715,Pandurii Targu Jiu (,Liga 2,RO2,https://www.transfermarkt.com/liga-2/startseite/wettbewerb/RO2,Second Tier,Romania,,,,0,0,,,0,Tudor Vladimirescu (2019),,,clubs2
Astra Giurgiu,https://www.transfermarkt.com/astra-giurgiu/startseite/verein/13499,Astra Giurgiu (,Liga 2,RO2,https://www.transfermarkt.com/liga-2/startseite/wettbewerb/RO2,Second Tier,Romania,,,,0,0,,,0,Marin Anastasovici,,,clubs2
Denizlispor,https://www.transfermarkt.com/denizlispor/startseite/verein/833,Denizlispor,3.Lig Grup 4,TR4D,https://www.transfermarkt.com/3-lig-grup-4/startseite/wettbewerb/TR4D,Fourth Tier,Turkey,,,,13,20.4,0,,0,Denizli Atatürk Stadı,,,clubs2
Al-Orobah,https://www.transfermarkt.com/al-orubah/startseite/verein/39536,Al,Saudi First Division League,SA2L,https://www.transfermarkt.com/yelo-league/startseite/wettbewerb/SA2L,Second Tier,Saudi Arabia,5,1 year,€3.83m,25,28.2,4,,0,Al-Orobah Club Stadium,,,clubs2
Badajoz,https://www.transfermarkt.com/cd-badajoz/startseite/verein/2923,CD Badajoz,Segunda Federación - Gr. V,E4G5,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-v/startseite/wettbewerb/E4G5,Fourth Tier,Spain,,,,20,27.8,2,,0,Estadio Nuevo Vivero,,,clubs2
Piast Gliwice,https://www.transfermarkt.com/piast-gliwice/startseite/verein/6112,Piast Gliwice,PKO BP Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,Poland,13,14 years,€10.53m,29,26.6,14,,1,Stadion Miejski - Gliwice,,+€300k,clubs2
Ceuta,https://www.transfermarkt.com/ad-ceuta/startseite/verein/8568,AD Ceuta FC,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,12,1 year,€12.70m,26,28.5,7,,0,Alfonso Murube,,+€700k,clubs2
Xanthi,https://www.transfermarkt.com/ao-xanthi/startseite/verein/128,Xanthi FC,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,Second Tier,Greece,,,,25,26.8,0,,0,Xanthi Arena,,,clubs2
UD Poblense,https://www.transfermarkt.com/ud-poblense/startseite/verein/28014,UD Poblense,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,Spain,3,1 year,€1.20m,22,26.6,1,,0,Municipal de Sa Pobla,,,clubs2
Portimonense,https://www.transfermarkt.com/portimonense-sc/startseite/verein/7378,Portimonense SAD,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,Portugal,16,2 years,€5.30m,27,25.4,19,,2,Estádio Municipal de Portimão,,+€2.73m,clubs2
Esbjerg,https://www.transfermarkt.com/esbjerg-fb/startseite/verein/3426,Esbjerg fB,1.Division,DK2,https://www.transfermarkt.com/nordicbet-liga/startseite/wettbewerb/DK2,Second Tier,Denmark,4,2 years,€6.25m,24,23.7,7,,1,Blue Water Arena,,+€1.03m,clubs2
Gaziantepspor,https://www.transfermarkt.com/gaziantepspor/startseite/verein/524,Gaziantepspor (1969,2.Lig Beyaz,TR3A,https://www.transfermarkt.com/2-lig-beyaz/startseite/wettbewerb/TR3A,Third Tier,Turkey,,,,0,0,,,0,Gaziantep Stadyumu,,,clubs2
Akropolis IF,https://www.transfermarkt.com/akropolis-if/startseite/verein/13427,Akropolis IF (,Superettan,SE2,https://www.transfermarkt.com/superettan/startseite/wettbewerb/SE2,Second Tier,Sweden,,,,0,0,,,0,Spånga IP,,,clubs2
Barnsley,https://www.transfermarkt.com/fc-barnsley/startseite/verein/349,Barnsley FC,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,15,4 years,€7.78m,23,26.2,13,,3,Oakwell Stadium,,,clubs2
Amica Wronki,https://www.transfermarkt.com/amica-wronki/startseite/verein/176,Amica Wronki,Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,Poland,,,,0,0,,,0,Stadion Główny,,,clubs2
Lech PoznaÅ„,https://www.transfermarkt.com/lech-posen/startseite/verein/238,Lech Poznan,PKO BP Ekstraklasa,PL1,https://www.transfermarkt.com/pko-ekstraklasa/startseite/wettbewerb/PL1,First Tier,Poland,1,24 years,€44.10m,30,24.5,16,,6,Enea Poznań,,,clubs2
Universidad Central,https://www.transfermarkt.com/universidad-central-de-venezuela/startseite/verein/43146,Universidad Central de Venezuela,Liga FUTVE Apertura,VZ1A,https://www.transfermarkt.com/torneo-apertura/startseite/wettbewerb/VZ1A,First Tier,Venezuela,4,3 years,€7.98m,32,26.5,6,,1,Estadio Olímpico de la Ciudad Universitaria,,,clubs2
Orduspor,https://www.transfermarkt.com/orduspor-1967-spor-kulubu/startseite/verein/69593,Orduspor 1967 SK,3.Lig Grup 3,TR4C,https://www.transfermarkt.com/3-lig-grup-3/startseite/wettbewerb/TR4C,Fourth Tier,Turkey,11,1 year,€125k,26,23.3,0,,0,Yeni Ordu Stadyumu,,,clubs2
APOEL FC,https://www.transfermarkt.com/apoel-nikosia/startseite/verein/2784,APOEL Nicosia,Cyprus League,ZYP1,https://www.transfermarkt.com/protathlima-cyta/startseite/wettbewerb/ZYP1,First Tier,Cyprus,5,26 years,€18.40m,31,26.6,21,,7,GSP Stadium,,+€2.25m,clubs2
Vortis,https://www.transfermarkt.com/tokushima-vortis/startseite/verein/17832,Tokushima Vortis,J2/J3 100 Year Vision League,J2J3,https://www.transfermarkt.com/j2-j3-100-year-vision-league/startseite/wettbewerb/J2J3,0,Japan,4,1 year,€8.43m,31,26.8,5,,0,Naruto Otsuka Sports Park POCARI SWEAT Stadium,,,clubs2
Inter de Madrid,https://www.transfermarkt.com/dux-internacional-de-madrid/startseite/verein/50260,Internacional de Madrid (,Primera Federación - Gr. I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,Spain,,,,0,0,,,0,Campo Municipal de Villaviciosa de Odón,,,clubs2
Platanias,https://www.transfermarkt.com/ao-platanias/startseite/verein/21957,Platanias Chania,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,Second Tier,Greece,,,,15,26.9,3,,0,Dimotiko Gipedo Perivolia,,,clubs2
Pafos FC,https://www.transfermarkt.com/pafos-fc/startseite/verein/45457,Pafos FC,Cyprus League,ZYP1,https://www.transfermarkt.com/protathlima-cyta/startseite/wettbewerb/ZYP1,First Tier,Cyprus,4,9 years,€25.98m,28,27.3,24,,8,Stelios Kyriakidis Stadio,,,clubs2
The Strongest,https://www.transfermarkt.com/the-strongest-la-paz/startseite/verein/5570,The Strongest La Paz,División Profesional,BO1A,https://www.transfermarkt.com/division-profesional-apertura/startseite/wettbewerb/BO1A,First Tier,Bolivia,1,2 years,€6.60m,33,26.7,8,,7,Estadio Hernando Siles,,+€74k,clubs2
Xamax,https://www.transfermarkt.com/neuchatel-xamax/startseite/verein/625,Neuchâtel Xamax FCS,Challenge League,C2,https://www.transfermarkt.com/challenge-league/startseite/wettbewerb/C2,Second Tier,Switzerland,5,6 years,€5.63m,27,25.2,11,,0,Stade de la Maladière,,,clubs2
Pune City,https://www.transfermarkt.com/fc-pune-city-u18/startseite/verein/80710,FC Pune City U18,,,,,,,,,4,0,0,,0,-,,,clubs2
NorthEast Utd,https://www.transfermarkt.com/northeast-united-fc/startseite/verein/45276,NorthEast United FC,Indian Super League,IND1,https://www.transfermarkt.com/indian-super-league/startseite/wettbewerb/IND1,First Tier,India,9,9 years,€2.08m,27,25.6,3,,3,Indira Gandhi Athletic Stadium,,,clubs2
UD Salamanca B,https://www.transfermarkt.com/ud-salamanca-b-aufgel-/startseite/verein/11621,UD Salamanca B (,,,,,,,,,0,0,,,0,"Pistas del Helmántico ""Javier Sotomayor""",,,clubs2
Quilmes,https://www.transfermarkt.com/quilmes-atletico-club/startseite/verein/1826,Quilmes AC,Primera Nacional,ARG2,https://www.transfermarkt.com/primera-nacional/startseite/wettbewerb/ARG2,Second Tier,Argentina,14,9 years,€3.57m,26,26.3,1,,0,Centenario Ciudad de Quilmes,,,clubs2
Sporting Cristal,https://www.transfermarkt.com/club-sporting-cristal/startseite/verein/1450,Club Sporting Cristal,Liga 1 Apertura,TDEA,https://www.transfermarkt.com/liga-1-apertura/startseite/wettbewerb/TDeA,First Tier,Peru,12,10 years,€13.33m,36,25.1,7,,7,Estadio Alberto Gallardo,,+€170k,clubs2
La Calera,https://www.transfermarkt.com/union-la-calera/startseite/verein/20514,Unión La Calera,Liga de Primera,CLPD,https://www.transfermarkt.com/primera-division-de-chile/startseite/wettbewerb/CLPD,First Tier,Chile,15,9 years,€5.89m,25,27.4,9,,0,Nicolás Chahuán Nazar,,,clubs2
