player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,explanation
Ryan Noble,121340,https://www.transfermarkt.com/ryan-noble/profil/spieler/121340,26/02/2011,19 years 08 months 15 days,19,Premier League,2/10/2010,19,19,Championship,19,first scrap players
Kevin Nolan,3950,https://www.transfermarkt.com/kevin-nolan/profil/spieler/3950,18/08/2001,19 years 01 month 25 days,19,Premier League,4/3/2000,17,17,,17,first scrap players
Frank Nouble,119123,https://www.transfermarkt.com/frank-nouble/profil/spieler/119123,15/08/2009,17 years 10 months 22 days,17,Premier League,9/2/2010,18,18,Championship,17,first scrap players
Steven Nzonzi,73734,https://www.transfermarkt.com/steven-nzonzi/profil/spieler/73734,15/08/2009,20 years 08 months 00 days,20,Premier League,22/04/2008,19,19,Ligue 2,19,first scrap players
Garry O'Connor,15708,https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708,29/04/2001,17 years 11 months 22 days,17,Scottish Premiership,9/8/2008,25,25,Championship,17,first scrap players
Jamie O'Hara,38090,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090,15/12/2007,21 years 02 months 20 days,21,Premier League,26/12/2012,26,26,Championship,21,first scrap players
Gary O'Neil,3995,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995,8/11/2003,20 years 05 months 21 days,20,Premier League,29/01/2000,16,16,,16,first scrap players
John O'Shea,3540,https://www.transfermarkt.com/john-oshea/profil/spieler/3540,27/01/2001,19 years 08 months 28 days,19,Jupiler Pro League,13/08/2017,36,36,Championship,19,first scrap players
Gabriel Obertan,43261,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261,30/09/2006,17 years 07 months 04 days,17,Ligue 1,14/02/2017,27,27,Championship,17,first scrap players
John Obi Mikel,30739,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739,24/04/2005,18 years 02 days,18,Eliteserien,2/2/2019,31,31,Championship,18,first scrap players
Victor Obinna,35852,https://www.transfermarkt.com/victor-obinna/profil/spieler/35852,11/9/2005,18 years 05 months 17 days,18,Serie A,9/9/2007,20,20,Serie B,18,first scrap players
Peter Odemwingie,12516,https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516,18/01/2003,21 years 06 months 03 days,21,Jupiler Pro League,12/3/2016,34,34,Championship,21,first scrap players
Jonas Olsson,25248,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248,21/04/2003,20 years 01 month 11 days,20,,8/8/2009,26,26,Championship,20,first scrap players
Martin Olsson,38073,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073,30/12/2007,19 years 07 months 13 days,19,Premier League,15/09/2012,24,24,Championship,19,first scrap players
Nedum Onuoha,28810,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810,1/11/2004,17 years 11 months 20 days,17,Premier League,3/8/2013,26,26,Championship,17,first scrap players
Brett Ormerod,4113,https://www.transfermarkt.com/brett-ormerod/profil/spieler/4113,15/12/2001,25 years 01 month 27 days,25,Premier League,24/09/2004,27,27,Championship,25,first scrap players
Leon Osman,3620,https://www.transfermarkt.com/leon-osman/profil/spieler/3620,12/1/2003,21 years 07 months 26 days,21,Premier League,28/01/2004,22,22,First Division (until 03/04),21,first scrap players
Michael Owen,1397,https://www.transfermarkt.com/michael-owen/profil/spieler/1397,6/5/1997,17 years 04 months 22 days,17,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Daniel Pacheco,28285,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285,26/12/2009,18 years 11 months 21 days,18,Premier League,2/4/2011,20,20,Championship,18,first scrap players
John Paintsil,35235,https://www.transfermarkt.com/john-paintsil/profil/spieler/35235,27/01/2003,21 years 07 months 12 days,21,Ligat ha'Al,13/08/2011,30,30,Championship,21,first scrap players
Wilson Palacios,58361,https://www.transfermarkt.com/wilson-palacios/profil/spieler/58361,22/09/2007,23 years 01 month 24 days,23,Premier League,3/7/2016,31,31,NASL Fall Championship,23,first scrap players
Scott Parker,3785,https://www.transfermarkt.com/scott-parker/profil/spieler/3785,26/12/1998,18 years 02 months 13 days,18,Premier League,23/08/1997,16,16,,16,first scrap players
Stuart Parnaby,3866,https://www.transfermarkt.com/stuart-parnaby/profil/spieler/3866,26/10/2002,20 years 03 months 07 days,20,Premier League,9/8/2008,26,26,Championship,20,first scrap players
Roman Pavlyuchenko,15072,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072,8/6/2000,18 years 05 months 24 days,18,Premier Liga,4/4/1999,17,17,,17,first scrap players
Jermaine Pennant,3195,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195,24/08/2002,19 years 07 months 09 days,19,Premier League,12/1/2002,18,18,First Division (until 03/04),18,first scrap players
James Perch,49409,https://www.transfermarkt.com/james-perch/profil/spieler/49409,16/08/2010,24 years 10 months 19 days,24,Premier League,7/8/2004,18,18,Championship,18,first scrap players
Robin van Persie,4380,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380,3/2/2002,18 years 05 months 28 days,18,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Martin Petrov,670,https://www.transfermarkt.com/martin-petrov/profil/spieler/670,27/02/1999,20 years 01 month 12 days,20,Raiffeisen Super League,18/08/2012,33,33,Championship,20,first scrap players
Stiliyan Petrov,3252,https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252,15/08/1999,20 years 01 month 10 days,20,,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players
Kevin Phillips,3131,https://www.transfermarkt.com/kevin-phillips/profil/spieler/3131,7/8/1999,26 years 13 days,26,Premier League,12/8/1995,22,22,,22,first scrap players
Matt Phillips,77274,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274,25/09/2010,19 years 06 months 12 days,19,Premier League,14/08/2011,20,20,Championship,19,first scrap players
Steven Pienaar,4321,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321,24/02/2002,19 years 11 months 07 days,19,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Robert Pirès,3185,https://www.transfermarkt.com/robert-pirs/profil/spieler/3185,2/4/1993,19 years 05 months 04 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Mike Pollitt,32217,https://www.transfermarkt.com/mike-pollitt/profil/spieler/32217,14/08/2005,33 years 05 months 16 days,33,Premier League,11/8/2001,29,29,First Division (until 03/04),29,first scrap players
Christian Poulsen,1443,https://www.transfermarkt.com/christian-poulsen/profil/spieler/1443,16/04/2001,21 years 01 month 19 days,21,Superligaen,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players
Danny Pugh,3546,https://www.transfermarkt.com/danny-pugh/profil/spieler/3546,21/09/2002,19 years 11 months 02 days,19,Premier League,7/8/2004,21,21,Championship,19,first scrap players
Jason Puncheon,47995,https://www.transfermarkt.com/jason-puncheon/profil/spieler/47995,5/2/2011,24 years 07 months 18 days,24,Premier League,13/03/2004,17,17,First Division (until 03/04),17,first scrap players
Paul Rachubka,4098,https://www.transfermarkt.com/paul-rachubka/profil/spieler/4098,17/03/2001,19 years 09 months 24 days,19,Premier League,11/8/2007,26,26,Championship,19,first scrap players
Ramires,54170,https://www.transfermarkt.com/ramires/profil/spieler/54170,3/5/2007,20 years 01 month 09 days,20,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players
Aaron Ramsey,50057,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,13/09/2008,17 years 08 months 18 days,17,Premier League,28/04/2007,16,16,Championship,16,first scrap players
Nile Ranger,88750,https://www.transfermarkt.com/nile-ranger/profil/spieler/88750,16/10/2010,19 years 06 months 05 days,19,Premier League,8/8/2009,18,18,Championship,18,first scrap players
Andy Reid,10008,https://www.transfermarkt.com/andy-reid/profil/spieler/10008,5/2/2005,22 years 06 months 07 days,22,Premier League,29/11/2000,18,18,,18,first scrap players
Steven Reid,7330,https://www.transfermarkt.com/steven-reid/profil/spieler/7330,23/08/2003,22 years 05 months 13 days,22,Premier League,11/8/2001,20,20,First Division (until 03/04),20,first scrap players
Winston Reid,37526,https://www.transfermarkt.com/winston-reid/profil/spieler/37526,27/11/2005,17 years 04 months 24 days,17,Superligaen,7/8/2011,23,23,Championship,17,first scrap players
Pepe Reina,7825,https://www.transfermarkt.com/pepe-reina/profil/spieler/7825,2/12/2000,18 years 03 months 01 day,18,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Nigel Reo-Coker,14060,https://www.transfermarkt.com/nigel-reo-coker/profil/spieler/14060,13/08/2005,21 years 02 months 30 days,21,Premier League,21/04/2002,17,17,First Division (until 03/04),17,first scrap players
Micah Richards,32617,https://www.transfermarkt.com/micah-richards/profil/spieler/32617,22/10/2005,17 years 03 months 28 days,17,Premier League,17/09/2016,28,28,Championship,17,first scrap players
Kieran Richardson,3548,https://www.transfermarkt.com/kieran-richardson/profil/spieler/3548,23/11/2002,18 years 01 month 02 days,18,Premier League,22/10/2016,32,32,Championship,18,first scrap players
Sam Ricketts,30434,https://www.transfermarkt.com/sam-ricketts/profil/spieler/30434,16/08/2008,26 years 10 months 05 days,26,Premier League,5/8/2006,24,24,Championship,24,first scrap players
Liam Ridgewell,4070,https://www.transfermarkt.com/liam-ridgewell/profil/spieler/4070,28/12/2003,19 years 05 months 07 days,19,Premier League,9/8/2008,24,24,Championship,19,first scrap players
Cristian Riveros,37713,https://www.transfermarkt.com/cristian-riveros/profil/spieler/37713,20/01/2008,25 years 03 months 04 days,25,Liga MX Clausura,No second tier career,No second tier career,No second tier career,No second tier career,25,first scrap players
Jason Roberts,3666,https://www.transfermarkt.com/jason-roberts/profil/spieler/3666,17/08/2002,24 years 06 months 23 days,24,Premier League,12/8/2000,22,22,,22,first scrap players
Paul Robinson,3630,https://www.transfermarkt.com/paul-robinson/profil/spieler/3630,25/10/1998,19 years 10 days,19,Premier League,18/08/2012,32,32,Championship,19,first scrap players
Rubén Rochina,67548,https://www.transfermarkt.com/rubn-rochina/profil/spieler/67548,5/3/2011,19 years 11 months 10 days,19,Premier League,5/9/2010,19,19,Segunda División,19,first scrap players
Hugo Rodallega,37934,https://www.transfermarkt.com/hugo-rodallega/profil/spieler/37934,22/01/2006,20 years 05 months 28 days,20,Liga MX Clausura,16/08/2014,29,29,Championship,20,first scrap players
Maxi Rodríguez,7895,https://www.transfermarkt.com/maxi-rodrguez/profil/spieler/7895,12/3/2000,19 years 02 months 10 days,19,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Jack Rodwell,57079,https://www.transfermarkt.com/jack-rodwell/profil/spieler/57079,9/3/2008,16 years 11 months 27 days,16,Premier League,9/9/2017,26,26,Championship,16,first scrap players
Wayne Rooney,3332,https://www.transfermarkt.com/wayne-rooney/profil/spieler/3332,17/08/2002,16 years 09 months 24 days,16,Premier League,2/1/2020,34,34,Championship,16,first scrap players
Danny Rose,50174,https://www.transfermarkt.com/danny-rose/profil/spieler/50174,14/04/2010,19 years 09 months 12 days,19,Premier League,4/4/2009,18,18,Championship,18,first scrap players
Tomáš Rosický,132,https://www.transfermarkt.com/tom-rosick/profil/spieler/132,16/05/1999,18 years 07 months 12 days,18,,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Wayne Routledge,14066,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066,14/08/2004,19 years 07 months 07 days,19,Premier League,31/10/2001,16,16,First Division (until 03/04),16,first scrap players
Bacary Sagna,26764,https://www.transfermarkt.com/bacary-sagna/profil/spieler/26764,11/9/2004,21 years 06 months 28 days,21,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players
Louis Saha,4015,https://www.transfermarkt.com/louis-saha/profil/spieler/4015,8/8/1997,19 years 00 days,19,Ligue 1,12/8/2000,22,22,,19,first scrap players
Carlos Salcido,31434,https://www.transfermarkt.com/carlos-salcido/profil/spieler/31434,22/07/2001,21 years 03 months 20 days,21,Liga MX Apertura,11/1/2003,22,22,Liga de Expansión MX Clausura,21,first scrap players
Míchel Salgado,7515,https://www.transfermarkt.com/mchel-salgado/profil/spieler/7515,22/01/1995,19 years 03 months 00 days,19,LaLiga,20/10/1996,20,20,Segunda División,19,first scrap players
Christopher Samba,29016,https://www.transfermarkt.com/christopher-samba/profil/spieler/29016,27/08/2005,21 years 04 months 30 days,21,1.Bundesliga,2/8/2003,19,19,Ligue 2,19,first scrap players
Conor Sammon,68331,https://www.transfermarkt.com/conor-sammon/profil/spieler/68331,8/4/2005,18 years 05 months 02 days,18,Premier Division,21/08/2012,25,25,Championship,18,first scrap players
Tuncay Şanlı,6934,https://www.transfermarkt.com/tuncay-anl/profil/spieler/6934,11/9/2002,20 years 07 months 26 days,20,Süper Lig,15/08/2009,27,27,Championship,20,first scrap players
Roque Santa Cruz,215,https://www.transfermarkt.com/roque-santa-cruz/profil/spieler/215,22/08/1999,18 years 06 days,18,1.Bundesliga,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Paul Scharner,2953,https://www.transfermarkt.com/paul-scharner/profil/spieler/2953,24/04/1999,19 years 01 month 13 days,19,Bundesliga,17/07/2001,21,21,Erste Liga,19,first scrap players
Paul Scholes,3397,https://www.transfermarkt.com/paul-scholes/profil/spieler/3397,24/09/1994,19 years 10 months 08 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Mark Schwarzer,3357,https://www.transfermarkt.com/mark-schwarzer/profil/spieler/3357,22/04/1995,22 years 06 months 16 days,22,1.Bundesliga,23/11/1996,24,24,,22,first scrap players
Freddie Sears,70714,https://www.transfermarkt.com/freddie-sears/profil/spieler/70714,15/03/2008,18 years 03 months 17 days,18,Premier League,8/8/2009,19,19,Championship,18,first scrap players
Philippe Senderos,4277,https://www.transfermarkt.com/philippe-senderos/profil/spieler/4277,24/02/2002,17 years 10 days,17,Raiffeisen Super League,9/11/2019,34,34,Challenge League,17,first scrap players
Stéphane Sessègnon,37157,https://www.transfermarkt.com/stphane-sessgnon/profil/spieler/37157,12/8/2006,22 years 02 months 11 days,22,Ligue 1,14/01/2004,19,19,Ligue 2,19,first scrap players
Ryan Shawcross,45861,https://www.transfermarkt.com/ryan-shawcross/profil/spieler/45861,16/08/2008,20 years 10 months 12 days,20,Premier League,27/01/2007,19,19,Challenger Pro League,19,first scrap players
Jonjo Shelvey,71292,https://www.transfermarkt.com/jonjo-shelvey/profil/spieler/71292,24/10/2010,18 years 07 months 27 days,18,Premier League,26/04/2008,16,16,Championship,16,first scrap players
